INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182105088,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,446,12/31/18 10:15,2018,12,Monday,10,Part Three,HARVARD ST,42.29812402,-71.07589794,"(42.29812402, -71.07589794)"
I182105063,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,415,12/31/18 7:48,2018,12,Monday,7,Part Two,CODMAN HILL AVE,42.2792186,-71.07386433,"(42.27921860, -71.07386433)"
I182105064,3410,Towed,TOWED MOTOR VEHICLE,B3,457,12/31/18 7:21,2018,12,Monday,7,Part Three,MCLELLAN ST,42.30084929,-71.08522128,"(42.30084929, -71.08522128)"
I182105030,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,417,12/31/18 0:41,2018,12,Monday,0,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I182104978,1402,Vandalism,VANDALISM,B3,415,12/30/18 19:38,2018,12,Sunday,19,Part Two,CODMAN HILL AVE,42.2792186,-71.07386433,"(42.27921860, -71.07386433)"
I182104967,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,943,12/30/18 18:53,2018,12,Sunday,18,Part Two,STANDARD ST,42.27661501,-71.08029831,"(42.27661501, -71.08029831)"
I182104963,619,Larceny,LARCENY ALL OTHERS,B3,408,12/30/18 17:02,2018,12,Sunday,17,Part One,RIVER ST,42.27179929,-71.07287043,"(42.27179929, -71.07287043)"
I182104918,3115,Investigate Person,INVESTIGATE PERSON,B3,421,12/30/18 14:54,2018,12,Sunday,14,Part Three,MORTON VILLAGE DR,42.28024352,-71.08481509,"(42.28024352, -71.08481509)"
I182104911,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,432,12/30/18 14:43,2018,12,Sunday,14,Part Two,WOODROW AVE,42.28712049,-71.08421139,"(42.28712049, -71.08421139)"
I182104909,1402,Vandalism,VANDALISM,B3,457,12/30/18 13:14,2018,12,Sunday,13,Part Two,CHARLOTTE ST,42.29944216,-71.08489748,"(42.29944216, -71.08489748)"
I182104895,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,416,12/30/18 13:10,2018,12,Sunday,13,Part Three,FAIRMOUNT ST,42.28104853,-71.0720644,"(42.28104853, -71.07206440)"
I182104937,3115,Investigate Person,INVESTIGATE PERSON,B3,944,12/30/18 12:50,2018,12,Sunday,12,Part Three,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I182104894,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,450,12/30/18 12:22,2018,12,Sunday,12,Part One,ASPINWALL RD,42.2918158,-71.07244098,"(42.29181580, -71.07244098)"
I182104879,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,466,12/30/18 12:11,2018,12,Sunday,12,Part Three,BLUE HILL AVE,42.28174231,-71.09241594,"(42.28174231, -71.09241594)"
I182104857,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,442,12/30/18 10:34,2018,12,Sunday,10,Part Three,WESTCOTT ST,42.29321805,-71.07886455,"(42.29321805, -71.07886455)"
I182104850,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,12/30/18 9:51,2018,12,Sunday,9,Part Three,LESTON ST,42.28349153,-71.08991288,"(42.28349153, -71.08991288)"
I182104851,2647,Other,THREATS TO DO BODILY HARM,B3,437,12/30/18 9:43,2018,12,Sunday,9,Part Two,DARLINGTON ST,42.28927826,-71.07581493,"(42.28927826, -71.07581493)"
I182104849,3503,Missing Person Located,MISSING PERSON - NOT REPORTED - LOCATED,B3,468,12/30/18 9:34,2018,12,Sunday,9,Part Three,BLUE HILL AVE,42.27895125,-71.09332702,"(42.27895125, -71.09332702)"
I182104847,3119,Firearm Discovery,FIREARM/WEAPON - FOUND OR CONFISCATED,B3,448,12/30/18 8:02,2018,12,Sunday,8,Part Three,MILLET ST,42.29368748,-71.07692422,"(42.29368748, -71.07692422)"
I182104839,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,444,12/30/18 7:59,2018,12,Sunday,7,Part Three,BICKNELL ST,42.29861535,-71.08319967,"(42.29861535, -71.08319967)"
I182104838,3114,Investigate Property,INVESTIGATE PROPERTY,B3,437,12/30/18 7:34,2018,12,Sunday,7,Part Three,ELMHURST ST,42.28904237,-71.0765702,"(42.28904237, -71.07657020)"
I182104828,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,12/30/18 4:50,2018,12,Sunday,4,Part Three,NORFOLK ST,42.28287754,-71.08474489,"(42.28287754, -71.08474489)"
I182104791,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,430,12/30/18 2:20,2018,12,Sunday,2,Part One,ANSEL RD,42.2864979,-71.09007815,"(42.28649790, -71.09007815)"
I182104802,3301,Verbal Disputes,VERBAL DISPUTE,B3,435,12/30/18 1:29,2018,12,Sunday,1,Part Three,WHITMAN ST,42.28701738,-71.07706453,"(42.28701738, -71.07706453)"
I182104803,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,438,12/30/18 0:25,2018,12,Sunday,0,Part Two,MALLARD AVE,42.29104501,-71.0769441,"(42.29104501, -71.07694410)"
I182104762,3301,Verbal Disputes,VERBAL DISPUTE,B3,427,12/29/18 22:39,2018,12,Saturday,22,Part Three,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
I182104753,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,434,12/29/18 21:38,2018,12,Saturday,21,Part Three,NORFOLK ST,42.2840622,-71.08170839,"(42.28406220, -71.08170839)"
I182104767,2629,Harassment,HARASSMENT,B3,430,12/29/18 21:24,2018,12,Saturday,21,Part Two,LUCERNE ST,42.28524659,-71.08905094,"(42.28524659, -71.08905094)"
I182104767,3115,Investigate Person,INVESTIGATE PERSON,B3,430,12/29/18 21:24,2018,12,Saturday,21,Part Three,LUCERNE ST,42.28524659,-71.08905094,"(42.28524659, -71.08905094)"
I182104745,1402,Vandalism,VANDALISM,B3,444,12/29/18 20:35,2018,12,Saturday,20,Part Two,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I182104745,3410,Towed,TOWED MOTOR VEHICLE,B3,444,12/29/18 20:35,2018,12,Saturday,20,Part Three,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I182104743,3301,Verbal Disputes,VERBAL DISPUTE,B3,444,12/29/18 19:33,2018,12,Saturday,19,Part Three,VESTA RD,42.2960628,-71.08664795,"(42.29606280, -71.08664795)"
I182104735,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,441,12/29/18 18:50,2018,12,Saturday,18,Part Three,HARVARD ST,42.29549223,-71.0858704,"(42.29549223, -71.08587040)"
I182104711,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,441,12/29/18 18:50,2018,12,Saturday,18,Part One,HARVARD ST,42.29549223,-71.0858704,"(42.29549223, -71.08587040)"
I182104698,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,428,12/29/18 16:51,2018,12,Saturday,16,Part Two,MORTON ST,42.28240525,-71.08822727,"(42.28240525, -71.08822727)"
I182104692,2610,Other,TRESPASSING,B3,414,12/29/18 16:21,2018,12,Saturday,16,Part Two,PACKARD AVE,42.27590538,-71.07065323,"(42.27590538, -71.07065323)"
I182104676,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,463,12/29/18 14:58,2018,12,Saturday,14,Part Two,BLUE HILL AVE,42.2973366,-71.08729604,"(42.29733660, -71.08729604)"
I182104674,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,435,12/29/18 14:55,2018,12,Saturday,14,Part Three,MILTON AVE,42.28410553,-71.07687268,"(42.28410553, -71.07687268)"
I182104647,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,454,12/29/18 13:03,2018,12,Saturday,13,Part Three,RIPLEY RD,42.29926303,-71.07626513,"(42.29926303, -71.07626513)"
I182104649,3301,Verbal Disputes,VERBAL DISPUTE,B3,438,12/29/18 12:56,2018,12,Saturday,12,Part Three,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
I182104634,1402,Vandalism,VANDALISM,B3,474,12/29/18 12:45,2018,12,Saturday,12,Part Two,ORLANDO ST,42.27331078,-71.10033359,"(42.27331078, -71.10033359)"
I182104636,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,944,12/29/18 12:33,2018,12,Saturday,12,Part Three,AMES ST,42.29041466,-71.08643312,"(42.29041466, -71.08643312)"
I182104621,3115,Investigate Person,INVESTIGATE PERSON,B3,464,12/29/18 11:31,2018,12,Saturday,11,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I182104619,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,472,12/29/18 10:50,2018,12,Saturday,10,Part Three,BLUE HILL AVE,42.27386225,-71.09369539,"(42.27386225, -71.09369539)"
I192000683,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,466,12/29/18 9:30,2018,12,Saturday,9,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I192000683,3501,Missing Person Reported,MISSING PERSON,B3,466,12/29/18 9:30,2018,12,Saturday,9,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I182104593,613,Larceny,LARCENY SHOPLIFTING,B3,456,12/29/18 8:14,2018,12,Saturday,8,Part One,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I182104586,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,944,12/29/18 7:26,2018,12,Saturday,7,Part Two,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I182104600,2647,Other,THREATS TO DO BODILY HARM,B3,414,12/29/18 7:20,2018,12,Saturday,7,Part Two,CLANCY RD,42.27758394,-71.07099159,"(42.27758394, -71.07099159)"
I182104583,2647,Other,THREATS TO DO BODILY HARM,B3,427,12/29/18 7:10,2018,12,Saturday,7,Part Two,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)"
I182104578,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,435,12/29/18 6:42,2018,12,Saturday,6,Part Two,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I182104576,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,476,12/29/18 3:29,2018,12,Saturday,3,Part Three,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I182104568,2647,Other,THREATS TO DO BODILY HARM,B3,443,12/29/18 1:44,2018,12,Saturday,1,Part Two,KINGSDALE ST,42.29528206,-71.07957414,"(42.29528206, -71.07957414)"
I182104540,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,12/28/18 22:14,2018,12,Friday,22,Part Three,WILDWOOD ST,42.28236818,-71.08972869,"(42.28236818, -71.08972869)"
I182104525,3114,Investigate Property,INVESTIGATE PROPERTY,B3,419,12/28/18 20:57,2018,12,Friday,20,Part Three,FAIRMOUNT ST,42.27930269,-71.07928813,"(42.27930269, -71.07928813)"
I182104530,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,12/28/18 20:34,2018,12,Friday,20,Part Three,HOSMER ST,42.28079658,-71.09039724,"(42.28079658, -71.09039724)"
I192002830,3208,Property Lost,PROPERTY - MISSING,B3,433,12/28/18 20:10,2018,12,Friday,20,Part Three,HOPKINS ST,42.28183256,-71.08413921,"(42.28183256, -71.08413921)"
I182104521,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,426,12/28/18 20:10,2018,12,Friday,20,Part Two,RIVER ST,42.26956689,-71.09075049,"(42.26956689, -71.09075049)"
I182104511,3115,Investigate Person,INVESTIGATE PERSON,B3,432,12/28/18 19:21,2018,12,Friday,19,Part Three,WOODROW AVE,42.28756451,-71.08223781,"(42.28756451, -71.08223781)"
I182104515,1402,Vandalism,VANDALISM,B3,406,12/28/18 19:19,2018,12,Friday,19,Part Two,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I182104483,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B3,463,12/28/18 18:08,2018,12,Friday,18,Part One,HARVARD ST,42.29314082,-71.08963811,"(42.29314082, -71.08963811)"
I182104483,3410,Towed,TOWED MOTOR VEHICLE,B3,463,12/28/18 18:08,2018,12,Friday,18,Part Three,HARVARD ST,42.29314082,-71.08963811,"(42.29314082, -71.08963811)"
I182104488,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,439,12/28/18 17:59,2018,12,Friday,17,Part Two,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I182104480,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,12/28/18 17:12,2018,12,Friday,17,Part Three,HARLEM ST,42.30021684,-71.0809794,"(42.30021684, -71.08097940)"
I182104477,3114,Investigate Property,INVESTIGATE PROPERTY,B3,473,12/28/18 16:44,2018,12,Friday,16,Part Three,CUMMINS HWY,42.27335826,-71.10818778,"(42.27335826, -71.10818778)"
I182104467,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,442,12/28/18 16:13,2018,12,Friday,16,Part Three,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I182104472,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,476,12/28/18 16:00,2018,12,Friday,16,Part Three,BLUE HILL AVE,42.27065695,-71.09377841,"(42.27065695, -71.09377841)"
I182104418,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,429,12/28/18 13:24,2018,12,Friday,13,Part Two,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
I182104422,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,429,12/28/18 13:08,2018,12,Friday,13,Part One,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
I182104486,3201,Property Lost,PROPERTY - LOST,B3,430,12/28/18 12:00,2018,12,Friday,12,Part Three,WOODROW AVE,42.28576084,-71.09030349,"(42.28576084, -71.09030349)"
I192000875,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,416,12/28/18 11:54,2018,12,Friday,11,Part Three,WILMINGTON AVE,42.28029155,-71.07220576,"(42.28029155, -71.07220576)"
I182104390,3114,Investigate Property,INVESTIGATE PROPERTY,B3,439,12/28/18 11:46,2018,12,Friday,11,Part Three,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I182104445,3301,Verbal Disputes,VERBAL DISPUTE,B3,434,12/28/18 11:26,2018,12,Friday,11,Part Three,EVANS ST,42.28252537,-71.07977256,"(42.28252537, -71.07977256)"
I182104386,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,441,12/28/18 10:59,2018,12,Friday,10,Part Three,KINGSDALE ST,42.29478707,-71.08206875,"(42.29478707, -71.08206875)"
I182104363,3114,Investigate Property,INVESTIGATE PROPERTY,B3,427,12/28/18 10:08,2018,12,Friday,10,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182104368,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,439,12/28/18 9:59,2018,12,Friday,9,Part Two,BLUE HILL AVE,42.29032413,-71.08933866,"(42.29032413, -71.08933866)"
I182104371,617,Larceny,LARCENY THEFT FROM BUILDING,B3,428,12/28/18 9:36,2018,12,Friday,9,Part One,BLUE HILL AVE,42.28200649,-71.09206838,"(42.28200649, -71.09206838)"
I182104345,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B3,439,12/28/18 8:37,2018,12,Friday,8,Part Two,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I182104350,521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B3,429,12/28/18 7:16,2018,12,Friday,7,Part One,WINSTON RD,42.28508809,-71.08789462,"(42.28508809, -71.08789462)"
I182104333,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,456,12/28/18 7:09,2018,12,Friday,7,Part Three,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
I182104306,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,431,12/28/18 1:01,2018,12,Friday,1,Part Two,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182104306,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,431,12/28/18 1:01,2018,12,Friday,1,Part Two,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182104306,2511,Other,KIDNAPPING - ENTICING OR ATTEMPTED,B3,431,12/28/18 1:01,2018,12,Friday,1,Part Two,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182104306,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",B3,431,12/28/18 1:01,2018,12,Friday,1,Part Two,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182104306,3125,Warrant Arrests,WARRANT ARREST,B3,431,12/28/18 1:01,2018,12,Friday,1,Part Three,CALLENDER ST,42.28816791,-71.08760718,"(42.28816791, -71.08760718)"
I182104395,3114,Investigate Property,INVESTIGATE PROPERTY,B3,565,12/28/18 1:00,2018,12,Friday,1,Part Three,HARVARD ST,42.28860779,-71.09240612,"(42.28860779, -71.09240612)"
I182104395,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B3,565,12/28/18 1:00,2018,12,Friday,1,Part Two,HARVARD ST,42.28860779,-71.09240612,"(42.28860779, -71.09240612)"
I182104395,3125,Warrant Arrests,WARRANT ARREST,B3,565,12/28/18 1:00,2018,12,Friday,1,Part Three,HARVARD ST,42.28860779,-71.09240612,"(42.28860779, -71.09240612)"
I182104395,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,565,12/28/18 1:00,2018,12,Friday,1,Part Two,HARVARD ST,42.28860779,-71.09240612,"(42.28860779, -71.09240612)"
I182104395,724,Auto Theft,AUTO THEFT,B3,565,12/28/18 1:00,2018,12,Friday,1,Part One,HARVARD ST,42.28860779,-71.09240612,"(42.28860779, -71.09240612)"
I182104301,3301,Verbal Disputes,VERBAL DISPUTE,B3,475,12/27/18 22:37,2018,12,Thursday,22,Part Three,HALLOWELL ST,42.27127755,-71.10112082,"(42.27127755, -71.10112082)"
I182104296,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,456,12/27/18 22:10,2018,12,Thursday,22,Part Three,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
I182104298,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,424,12/27/18 22:00,2018,12,Thursday,22,Part Three,LINVALE TER,42.2710401,-71.08886211,"(42.27104010, -71.08886211)"
I182104279,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,470,12/27/18 21:09,2018,12,Thursday,21,Part Three,ITASCA ST,42.27560924,-71.10031808,"(42.27560924, -71.10031808)"
I182104269,3115,Investigate Person,INVESTIGATE PERSON,B3,457,12/27/18 20:32,2018,12,Thursday,20,Part Three,GLENWAY ST,42.30131086,-71.08443841,"(42.30131086, -71.08443841)"
I182104258,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,B3,574,12/27/18 20:23,2018,12,Thursday,20,Part Two,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I182104266,617,Larceny,LARCENY THEFT FROM BUILDING,B3,411,12/27/18 19:44,2018,12,Thursday,19,Part One,STANDARD ST,42.27451263,-71.08004896,"(42.27451263, -71.08004896)"
I182104255,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,408,12/27/18 19:20,2018,12,Thursday,19,Part Two,RIVER ST,42.27130225,-71.07442362,"(42.27130225, -71.07442362)"
I182104243,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,466,12/27/18 18:59,2018,12,Thursday,18,Part Two,HARVARD ST,42.28594271,-71.09618534,"(42.28594271, -71.09618534)"
I182104250,3125,Warrant Arrests,WARRANT ARREST,B3,443,12/27/18 18:46,2018,12,Thursday,18,Part Three,HARVARD ST,42.29648008,-71.08001594,"(42.29648008, -71.08001594)"
I182104250,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,443,12/27/18 18:46,2018,12,Thursday,18,Part Two,HARVARD ST,42.29648008,-71.08001594,"(42.29648008, -71.08001594)"
I182104254,3410,Towed,TOWED MOTOR VEHICLE,B3,450,12/27/18 18:13,2018,12,Thursday,18,Part Three,WHITFIELD ST,42.29276044,-71.07486603,"(42.29276044, -71.07486603)"
I182104238,3115,Investigate Person,INVESTIGATE PERSON,B3,469,12/27/18 17:53,2018,12,Thursday,17,Part Three,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I182104222,3410,Towed,TOWED MOTOR VEHICLE,B3,438,12/27/18 17:47,2018,12,Thursday,17,Part Three,TALBOT AVE,42.29196961,-71.07795509,"(42.29196961, -71.07795509)"
I182104220,3410,Towed,TOWED MOTOR VEHICLE,B3,438,12/27/18 17:39,2018,12,Thursday,17,Part Three,TALBOT AVE,42.29196961,-71.07795509,"(42.29196961, -71.07795509)"
I182104232,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,944,12/27/18 17:24,2018,12,Thursday,17,Part Three,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
