INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I192000217,3301,Verbal Disputes,VERBAL DISPUTE,B3,444,1/1/19 16:17,2019,1,Tuesday,16,Part Three,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I192000279,3114,Investigate Property,INVESTIGATE PROPERTY,B3,473,1/1/19 16:47,2019,1,Tuesday,16,Part Three,KENNEBEC ST,42.27495507,-71.10433233,"(42.27495507, -71.10433233)"
I192000234,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,417,1/1/19 17:10,2019,1,Tuesday,17,Part Three,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I192000235,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,469,1/1/19 17:52,2019,1,Tuesday,17,Part Three,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I192000400,2003,Offenses Against Child / Family,CHILD ENDANGERMENT (NO ASSAULT),B3,428,1/1/19 18:00,2019,1,Tuesday,18,Part Two,ASTORIA ST,42.28020477,-71.0869124,"(42.28020477, -71.08691240)"
I192000243,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,465,1/1/19 18:17,2019,1,Tuesday,18,Part Two,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I192000270,613,Larceny,LARCENY SHOPLIFTING,B3,457,1/1/19 18:59,2019,1,Tuesday,18,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I192000297,617,Larceny,LARCENY THEFT FROM BUILDING,B3,429,1/1/19 20:55,2019,1,Tuesday,20,Part One,WILLOWWOOD ST,42.28385993,-71.08599096,"(42.28385993, -71.08599096)"
I192000283,3115,Investigate Person,INVESTIGATE PERSON,B3,448,1/1/19 21:07,2019,1,Tuesday,21,Part Three,SPENCER ST,42.29384269,-71.07609427,"(42.29384269, -71.07609427)"
I192000294,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,475,1/1/19 21:40,2019,1,Tuesday,21,Part Three,CUMMINS HWY,42.27043477,-71.10005783,"(42.27043477, -71.10005783)"
I192000295,3114,Investigate Property,INVESTIGATE PROPERTY,B3,439,1/1/19 22:20,2019,1,Tuesday,22,Part Three,STRATTON ST,42.28881222,-71.08513152,"(42.28881222, -71.08513152)"
I192000305,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,456,1/1/19 22:50,2019,1,Tuesday,22,Part One,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I192000303,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,1/1/19 22:50,2019,1,Tuesday,22,Part Three,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I192000305,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,1/1/19 22:50,2019,1,Tuesday,22,Part Three,GLENWAY ST,42.30018979,-71.08244261,"(42.30018979, -71.08244261)"
I192000302,3301,Verbal Disputes,VERBAL DISPUTE,B3,406,1/1/19 23:17,2019,1,Tuesday,23,Part Three,LEDGEBROOK RD,42.27000477,-71.08334734,"(42.27000477, -71.08334734)"
I192000321,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,464,1/2/19 1:35,2019,1,Wednesday,1,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I192000323,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,1/2/19 3:19,2019,1,Wednesday,3,Part Three,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I192000326,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,469,1/2/19 4:25,2019,1,Wednesday,4,Part Three,ALMONT ST,42.27885134,-71.09833259,"(42.27885134, -71.09833259)"
I192000332,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,447,1/2/19 7:27,2019,1,Wednesday,7,Part Three,MILLET ST,42.29528529,-71.07740522,"(42.29528529, -71.07740522)"
I192000345,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,943,1/2/19 9:44,2019,1,Wednesday,9,Part Two,WOODRUFF WAY,42.27443147,-71.08131004,"(42.27443147, -71.08131004)"
I192000373,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,429,1/2/19 10:47,2019,1,Wednesday,10,Part Three,WILDWOOD ST,42.28329468,-71.08824065,"(42.28329468, -71.08824065)"
I192000364,3125,Warrant Arrests,WARRANT ARREST,B3,427,1/2/19 10:49,2019,1,Wednesday,10,Part Three,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
I192000364,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,427,1/2/19 10:49,2019,1,Wednesday,10,Part Two,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
I192000378,724,Auto Theft,AUTO THEFT,B3,428,1/2/19 12:05,2019,1,Wednesday,12,Part One,NORFOLK ST,42.28092154,-71.08766264,"(42.28092154, -71.08766264)"
I192000389,3301,Verbal Disputes,VERBAL DISPUTE,B3,434,1/2/19 12:15,2019,1,Wednesday,12,Part Three,CAPEN ST,42.28387658,-71.08099354,"(42.28387658, -71.08099354)"
I192000474,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,432,1/2/19 13:08,2019,1,Wednesday,13,Other,BALLOU AVE,42.28396082,-71.08397886,"(42.28396082, -71.08397886)"
I192000422,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,441,1/2/19 14:10,2019,1,Wednesday,14,Part Three,KINGSDALE ST,42.29478707,-71.08206875,"(42.29478707, -71.08206875)"
I192000427,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,427,1/2/19 14:22,2019,1,Wednesday,14,Part Two,BABSON ST,42.27543421,-71.09234389,"(42.27543421, -71.09234389)"
I192000439,1402,Vandalism,VANDALISM,B3,476,1/2/19 16:07,2019,1,Wednesday,16,Part Two,CUMMINS HWY,42.2686423,-71.095655,"(42.26864230, -71.09565500)"
I192000498,3301,Verbal Disputes,VERBAL DISPUTE,B3,444,1/2/19 18:41,2019,1,Wednesday,18,Part Three,WALES ST,42.29752097,-71.08502291,"(42.29752097, -71.08502291)"
I192000515,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,432,1/2/19 18:51,2019,1,Wednesday,18,Part Three,BALLOU AVE,42.28334499,-71.08534133,"(42.28334499, -71.08534133)"
I192001669,2629,Harassment,HARASSMENT,B3,417,1/2/19 19:30,2019,1,Wednesday,19,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I192000540,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,565,1/2/19 20:43,2019,1,Wednesday,20,Part Three,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I192000544,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,1/2/19 20:50,2019,1,Wednesday,20,Part Three,GREENWOOD ST,42.30175909,-71.0795516,"(42.30175909, -71.07955160)"
I192000565,2660,Other,OTHER OFFENSE,B3,437,1/2/19 21:00,2019,1,Wednesday,21,Part Two,EPPING ST,42.28970798,-71.07257277,"(42.28970798, -71.07257277)"
I192000556,3410,Towed,TOWED MOTOR VEHICLE,B3,441,1/2/19 21:18,2019,1,Wednesday,21,Part Three,HARVARD ST,42.29629726,-71.08115283,"(42.29629726, -71.08115283)"
I192000559,3301,Verbal Disputes,VERBAL DISPUTE,B3,465,1/2/19 22:51,2019,1,Wednesday,22,Part Three,JOHNSTON RD,42.28750526,-71.09212143,"(42.28750526, -71.09212143)"
I192000566,3114,Investigate Property,INVESTIGATE PROPERTY,B3,442,1/2/19 23:17,2019,1,Wednesday,23,Part Three,BERNARD ST,42.29321701,-71.07981954,"(42.29321701, -71.07981954)"
I192000581,3301,Verbal Disputes,VERBAL DISPUTE,B3,466,1/2/19 23:40,2019,1,Wednesday,23,Part Three,HILLSBORO RD,42.28344672,-71.09535085,"(42.28344672, -71.09535085)"
I192000730,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,408,1/3/19 0:00,2019,1,Thursday,0,Part Two,CEDAR ST,42.27237694,-71.07524224,"(42.27237694, -71.07524224)"
I192000564,2647,Other,THREATS TO DO BODILY HARM,B3,464,1/3/19 0:01,2019,1,Thursday,0,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I192000596,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,B3,476,1/3/19 5:55,2019,1,Thursday,5,Part Three,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I192000659,3007,Medical Assistance,SUDDEN DEATH,B3,418,1/3/19 9:42,2019,1,Thursday,9,Part Three,FULLER ST,42.28072751,-71.07713631,"(42.28072751, -71.07713631)"
I192000635,1109,Fraud,FRAUD - WIRE,B3,428,1/3/19 10:38,2019,1,Thursday,10,Part Two,WOOLSON ST,42.2818866,-71.0908705,"(42.28188660, -71.09087050)"
I192000672,2647,Other,THREATS TO DO BODILY HARM,B3,456,1/3/19 11:55,2019,1,Thursday,11,Part Two,GREENWOOD ST,42.30175909,-71.0795516,"(42.30175909, -71.07955160)"
I192002620,617,Larceny,LARCENY THEFT FROM BUILDING,B3,427,1/3/19 12:00,2019,1,Thursday,12,Part One,NORFOLK ST,42.2766839,-71.09240248,"(42.27668390, -71.09240248)"
I192002620,1001,Counterfeiting,FORGERY / COUNTERFEITING,B3,427,1/3/19 12:00,2019,1,Thursday,12,Part Two,NORFOLK ST,42.2766839,-71.09240248,"(42.27668390, -71.09240248)"
I192000677,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,469,1/3/19 13:15,2019,1,Thursday,13,Part Three,BLUE HILL AVE,42.27478462,-71.09368461,"(42.27478462, -71.09368461)"
I192000718,3125,Warrant Arrests,WARRANT ARREST,B3,427,1/3/19 14:56,2019,1,Thursday,14,Part Three,BABSON ST,42.27647573,-71.09256906,"(42.27647573, -71.09256906)"
I192000718,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,427,1/3/19 14:56,2019,1,Thursday,14,Part Two,BABSON ST,42.27647573,-71.09256906,"(42.27647573, -71.09256906)"
I192000718,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,B3,427,1/3/19 14:56,2019,1,Thursday,14,Part Two,BABSON ST,42.27647573,-71.09256906,"(42.27647573, -71.09256906)"
I192000761,3410,Towed,TOWED MOTOR VEHICLE,B3,435,1/3/19 15:54,2019,1,Thursday,15,Part Three,ARMANDINE ST,42.28431486,-71.07410838,"(42.28431486, -71.07410838)"
I192000739,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,419,1/3/19 16:07,2019,1,Thursday,16,Part Three,FAIRMOUNT ST,42.27930269,-71.07928813,"(42.27930269, -71.07928813)"
I192000749,3301,Verbal Disputes,VERBAL DISPUTE,B3,466,1/3/19 16:07,2019,1,Thursday,16,Part Three,HILLSBORO RD,42.28344672,-71.09535085,"(42.28344672, -71.09535085)"
I192000764,3201,Property Lost,PROPERTY - LOST,B3,467,1/3/19 17:42,2019,1,Thursday,17,Part Three,WESTMORE RD,42.28469164,-71.09621548,"(42.28469164, -71.09621548)"
I192000771,3301,Verbal Disputes,VERBAL DISPUTE,B3,422,1/3/19 17:43,2019,1,Thursday,17,Part Three,RIVER ST,42.27132363,-71.08183509,"(42.27132363, -71.08183509)"
I192000822,3115,Investigate Person,INVESTIGATE PERSON,B3,457,1/3/19 19:47,2019,1,Thursday,19,Part Three,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I192001094,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,445,1/3/19 19:54,2019,1,Thursday,19,Part Two,BRENTON ST,42.29760546,-71.08024924,"(42.29760546, -71.08024924)"
I192000814,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,449,1/3/19 19:57,2019,1,Thursday,19,Part Two,MILLET ST,42.29277639,-71.07659233,"(42.29277639, -71.07659233)"
I192000855,3115,Investigate Person,INVESTIGATE PERSON,B3,466,1/3/19 20:26,2019,1,Thursday,20,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192000830,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,1/3/19 21:05,2019,1,Thursday,21,Part Three,WILDWOOD ST,42.28236818,-71.08972869,"(42.28236818, -71.08972869)"
I192000848,3001,Medical Assistance,DEATH INVESTIGATION,B3,427,1/3/19 21:30,2019,1,Thursday,21,Part Three,NORFOLK ST,42.2766839,-71.09240248,"(42.27668390, -71.09240248)"
I192000843,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,466,1/3/19 22:01,2019,1,Thursday,22,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192000856,540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,B3,421,1/3/19 22:20,2019,1,Thursday,22,Part One,MORTON ST,42.28098427,-71.08528267,"(42.28098427, -71.08528267)"
I192000907,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,430,1/3/19 23:00,2019,1,Thursday,23,Part One,LUCERNE ST,42.28648205,-71.08863418,"(42.28648205, -71.08863418)"
I192000916,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,412,1/4/19 0:00,2019,1,Friday,0,Part Three,OWEN ST,42.27908752,-71.08148351,"(42.27908752, -71.08148351)"
I192001524,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,446,1/4/19 0:00,2019,1,Friday,0,Part One,HARVARD ST,42.29686992,-71.07811371,"(42.29686992, -71.07811371)"
I192000896,361,Robbery,ROBBERY - OTHER,B3,466,1/4/19 2:02,2019,1,Friday,2,Part One,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I192000890,3114,Investigate Property,INVESTIGATE PROPERTY,B3,439,1/4/19 3:50,2019,1,Friday,3,Part Three,BLUE HILL AVE,42.29056142,-71.08926028,"(42.29056142, -71.08926028)"
I192000892,3130,Search Warrants,SEARCH WARRANT,B3,446,1/4/19 4:45,2019,1,Friday,4,Part Three,THANE ST,42.29673351,-71.07618648,"(42.29673351, -71.07618648)"
I192000892,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",B3,446,1/4/19 4:45,2019,1,Friday,4,Part Two,THANE ST,42.29673351,-71.07618648,"(42.29673351, -71.07618648)"
I192000908,3207,Property Found,PROPERTY - FOUND,B3,442,1/4/19 7:18,2019,1,Friday,7,Part Three,TALBOT AVE,42.29268711,-71.08038427,"(42.29268711, -71.08038427)"
I192000926,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,426,1/4/19 9:38,2019,1,Friday,9,Part Two,BLUE HILL AVE,42.26820198,-71.09367344,"(42.26820198, -71.09367344)"
I192000947,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,468,1/4/19 10:24,2019,1,Friday,10,Part Three,WELLINGTON HILL ST,42.28039667,-71.09473186,"(42.28039667, -71.09473186)"
I192000941,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,B3,423,1/4/19 10:29,2019,1,Friday,10,Part Three,GLADESIDE AVE,42.27438676,-71.08595136,"(42.27438676, -71.08595136)"
I192001078,617,Larceny,LARCENY THEFT FROM BUILDING,B3,434,1/4/19 10:30,2019,1,Friday,10,Part One,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I192000934,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B3,428,1/4/19 10:38,2019,1,Friday,10,Part Two,BLUE HILL AVE,42.28125925,-71.09231215,"(42.28125925, -71.09231215)"
I192000956,3501,Missing Person Reported,MISSING PERSON,B3,429,1/4/19 11:34,2019,1,Friday,11,Part Three,WILLOWWOOD ST,42.28633184,-71.08642318,"(42.28633184, -71.08642318)"
I192000956,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,429,1/4/19 11:34,2019,1,Friday,11,Part Three,WILLOWWOOD ST,42.28633184,-71.08642318,"(42.28633184, -71.08642318)"
I192002293,2629,Harassment,HARASSMENT,B3,444,1/4/19 12:00,2019,1,Friday,12,Part Two,ESMOND ST,42.29691612,-71.08363894,"(42.29691612, -71.08363894)"
I192000977,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,453,1/4/19 12:29,2019,1,Friday,12,Part Three,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I192000977,1402,Vandalism,VANDALISM,B3,453,1/4/19 12:29,2019,1,Friday,12,Part Two,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I192000976,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B3,463,1/4/19 13:01,2019,1,Friday,13,Part One,BLUE HILL AVE,42.2973366,-71.08729604,"(42.29733660, -71.08729604)"
I192001000,2906,Violations,VAL - OPERATING UNREG/UNINS Â CAR,B3,444,1/4/19 14:10,2019,1,Friday,14,Part Two,BLUE HILL AVE,42.2957638,-71.08756002,"(42.29576380, -71.08756002)"
I192001000,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,B3,444,1/4/19 14:10,2019,1,Friday,14,Part Two,BLUE HILL AVE,42.2957638,-71.08756002,"(42.29576380, -71.08756002)"
I192001023,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,450,1/4/19 14:40,2019,1,Friday,14,Part One,SOUTHERN AVE,42.29086554,-71.07222226,"(42.29086554, -71.07222226)"
I192001023,3125,Warrant Arrests,WARRANT ARREST,B3,450,1/4/19 14:40,2019,1,Friday,14,Part Three,SOUTHERN AVE,42.29086554,-71.07222226,"(42.29086554, -71.07222226)"
I192001023,2610,Other,TRESPASSING,B3,450,1/4/19 14:40,2019,1,Friday,14,Part Two,SOUTHERN AVE,42.29086554,-71.07222226,"(42.29086554, -71.07222226)"
I192001036,1402,Vandalism,VANDALISM,B3,945,1/4/19 15:10,2019,1,Friday,15,Part Two,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I192001063,3301,Verbal Disputes,VERBAL DISPUTE,B3,428,1/4/19 15:26,2019,1,Friday,15,Part Three,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
I192001049,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,464,1/4/19 15:33,2019,1,Friday,15,Part Three,DONALD RD,42.29096807,-71.09010919,"(42.29096807, -71.09010919)"
I192001040,3301,Verbal Disputes,VERBAL DISPUTE,B3,429,1/4/19 15:40,2019,1,Friday,15,Part Three,MORTON ST,42.28277509,-71.08877688,"(42.28277509, -71.08877688)"
I192001855,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,437,1/4/19 17:00,2019,1,Friday,17,Part One,FERNDALE ST,42.28886535,-71.07738439,"(42.28886535, -71.07738439)"
I192001093,3301,Verbal Disputes,VERBAL DISPUTE,B3,466,1/4/19 17:51,2019,1,Friday,17,Part Three,COURTLAND RD,42.28630083,-71.09447003,"(42.28630083, -71.09447003)"
I192001106,2629,Harassment,HARASSMENT,B3,450,1/4/19 17:51,2019,1,Friday,17,Part Two,ROSEDALE ST,42.29244178,-71.07320696,"(42.29244178, -71.07320696)"
I192001096,3007,Medical Assistance,SUDDEN DEATH,B3,417,1/4/19 18:09,2019,1,Friday,18,Part Three,ROCKWELL ST,42.28339069,-71.07388628,"(42.28339069, -71.07388628)"
I192001132,3115,Investigate Person,INVESTIGATE PERSON,B3,457,1/4/19 18:58,2019,1,Friday,18,Part Three,ESMOND ST,42.29861988,-71.08511004,"(42.29861988, -71.08511004)"
I192001127,3115,Investigate Person,INVESTIGATE PERSON,B3,457,1/4/19 19:55,2019,1,Friday,19,Part Three,GLENWAY ST,42.29997367,-71.08206122,"(42.29997367, -71.08206122)"
I192001127,1805,Drug Violation,DRUGS - CLASS A TRAFFICKING OVER 18 GRAMS,B3,457,1/4/19 19:55,2019,1,Friday,19,Part Two,GLENWAY ST,42.29997367,-71.08206122,"(42.29997367, -71.08206122)"
I192001127,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,B3,457,1/4/19 19:55,2019,1,Friday,19,Part Two,GLENWAY ST,42.29997367,-71.08206122,"(42.29997367, -71.08206122)"
I192001127,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B3,457,1/4/19 19:55,2019,1,Friday,19,Part Two,GLENWAY ST,42.29997367,-71.08206122,"(42.29997367, -71.08206122)"
I192001127,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B3,457,1/4/19 19:55,2019,1,Friday,19,Part Two,GLENWAY ST,42.29997367,-71.08206122,"(42.29997367, -71.08206122)"
I192001254,1402,Vandalism,VANDALISM,B3,417,1/4/19 21:00,2019,1,Friday,21,Part Two,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I192001190,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,406,1/4/19 21:30,2019,1,Friday,21,Part One,LEAHAVEN RD,42.27068466,-71.08219338,"(42.27068466, -71.08219338)"
I192001190,1402,Vandalism,VANDALISM,B3,406,1/4/19 21:30,2019,1,Friday,21,Part Two,LEAHAVEN RD,42.27068466,-71.08219338,"(42.27068466, -71.08219338)"
I192001180,1402,Vandalism,VANDALISM,B3,428,1/5/19 1:46,2019,1,Saturday,1,Part Two,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
