INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172107328,1402,Vandalism,VANDALISM,B3,464,12/30/17 11:40,2017,12,Saturday,11,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I172107328,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,464,12/30/17 11:40,2017,12,Saturday,11,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I172107330,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,476,12/30/17 10:48,2017,12,Saturday,10,Part Two,CUMMINS HWY,42.2680362,-71.09484348,"(42.26803620, -71.09484348)"
I172107330,1402,Vandalism,VANDALISM,B3,476,12/30/17 10:48,2017,12,Saturday,10,Part Two,CUMMINS HWY,42.2680362,-71.09484348,"(42.26803620, -71.09484348)"
I172107330,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3,476,12/30/17 10:48,2017,12,Saturday,10,Part One,CUMMINS HWY,42.2680362,-71.09484348,"(42.26803620, -71.09484348)"
I172107309,3201,Property Lost,PROPERTY - LOST,B3,464,12/30/17 9:27,2017,12,Saturday,9,Part Three,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)"
I172107540,3201,Property Lost,PROPERTY - LOST,B3,468,12/30/17 9:00,2017,12,Saturday,9,Part Three,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I172107298,619,Larceny,LARCENY ALL OTHERS,B3,429,12/30/17 8:19,2017,12,Saturday,8,Part One,WOODROW AVE,42.28647012,-71.08714661,"(42.28647012, -71.08714661)"
I172107300,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B3,435,12/30/17 7:48,2017,12,Saturday,7,Part Two,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I172107300,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,435,12/30/17 7:48,2017,12,Saturday,7,Part Three,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I172107277,3115,Investigate Person,INVESTIGATE PERSON,B3,435,12/30/17 2:23,2017,12,Saturday,2,Part Three,EDSON ST,42.28623708,-71.07768279,"(42.28623708, -71.07768279)"
I172107279,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,469,12/30/17 2:04,2017,12,Saturday,2,Part One,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I172107279,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,469,12/30/17 2:04,2017,12,Saturday,2,Part Two,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I172107264,3115,Investigate Person,INVESTIGATE PERSON,B3,428,12/30/17 0:48,2017,12,Saturday,0,Part Three,WILDWOOD ST,42.28236818,-71.08972869,"(42.28236818, -71.08972869)"
I172107240,3201,Property Lost,PROPERTY - LOST,B3,426,12/29/17 22:36,2017,12,Friday,22,Part Three,BLUE HILL AVE,42.26985916,-71.09346353,"(42.26985916, -71.09346353)"
I172107249,3115,Investigate Person,INVESTIGATE PERSON,B3,429,12/29/17 22:22,2017,12,Friday,22,Part Three,MARDEN AVE,42.28479807,-71.08685632,"(42.28479807, -71.08685632)"
I172107223,2905,Violations,VAL - OPERATING WITHOUT LICENSE,B3,458,12/29/17 21:12,2017,12,Friday,21,Part Two,ERIE ST,42.30231466,-71.08080879,"(42.30231466, -71.08080879)"
I172107229,3301,Verbal Disputes,VERBAL DISPUTE,B3,418,12/29/17 21:12,2017,12,Friday,21,Part Three,MAXWELL ST,42.28220579,-71.07791871,"(42.28220579, -71.07791871)"
I172107229,2647,Other,THREATS TO DO BODILY HARM,B3,418,12/29/17 21:12,2017,12,Friday,21,Part Two,MAXWELL ST,42.28220579,-71.07791871,"(42.28220579, -71.07791871)"
I172107229,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,418,12/29/17 21:12,2017,12,Friday,21,Part One,MAXWELL ST,42.28220579,-71.07791871,"(42.28220579, -71.07791871)"
I172107374,724,Auto Theft,AUTO THEFT,B3,439,12/29/17 21:00,2017,12,Friday,21,Part One,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I172107221,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,437,12/29/17 21:00,2017,12,Friday,21,Part Three,NORFOLK ST,42.28996858,-71.0723254,"(42.28996858, -71.07232540)"
I172107206,3201,Property Lost,PROPERTY - LOST,B3,436,12/29/17 20:11,2017,12,Friday,20,Part Three,WASHINGTON ST,42.28873871,-71.07112627,"(42.28873871, -71.07112627)"
I172107226,3410,Towed,TOWED MOTOR VEHICLE,B3,411,12/29/17 20:00,2017,12,Friday,20,Part Three,FREELAND ST,42.27442169,-71.07888867,"(42.27442169, -71.07888867)"
I172107195,3115,Investigate Person,INVESTIGATE PERSON,B3,453,12/29/17 19:00,2017,12,Friday,19,Part Three,GAYLORD ST,42.2983937,-71.07395875,"(42.29839370, -71.07395875)"
I172107180,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,435,12/29/17 17:10,2017,12,Friday,17,Other,MILTON AVE,42.28576135,-71.07801426,"(42.28576135, -71.07801426)"
I182000164,3115,Investigate Person,INVESTIGATE PERSON,B3,458,12/29/17 17:00,2017,12,Friday,17,Part Three,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
I172107160,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,417,12/29/17 16:36,2017,12,Friday,16,Part Three,FULLER ST,42.28154388,-71.07350542,"(42.28154388, -71.07350542)"
I172107135,3301,Verbal Disputes,VERBAL DISPUTE,B3,448,12/29/17 14:40,2017,12,Friday,14,Part Three,NORWELL ST,42.29351144,-71.07778767,"(42.29351144, -71.07778767)"
I172107132,2647,Other,THREATS TO DO BODILY HARM,B3,444,12/29/17 13:30,2017,12,Friday,13,Part Two,ESMOND ST,42.29691612,-71.08363894,"(42.29691612, -71.08363894)"
I172107118,3115,Investigate Person,INVESTIGATE PERSON,B3,437,12/29/17 13:22,2017,12,Friday,13,Part Three,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I172107114,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,922,12/29/17 12:41,2017,12,Friday,12,Part Three,DR. MARY MOORE BEATTY CIR,42.27308641,-71.080129,"(42.27308641, -71.08012900)"
I172107089,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,437,12/29/17 11:31,2017,12,Friday,11,Part Three,MILTON AVE,42.28712554,-71.07885351,"(42.28712554, -71.07885351)"
I172107079,3112,Landlord/Tenant Disputes,LANDLORD - TENANT SERVICE,B3,445,12/29/17 10:30,2017,12,Friday,10,Part Three,GREENWOOD ST,42.30007731,-71.07990164,"(42.30007731, -71.07990164)"
I172107075,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,429,12/29/17 10:20,2017,12,Friday,10,Part Three,HARWOOD ST,42.2857651,-71.08763245,"(42.28576510, -71.08763245)"
I172107060,3301,Verbal Disputes,VERBAL DISPUTE,B3,448,12/29/17 9:13,2017,12,Friday,9,Part Three,MILLET ST,42.29368748,-71.07692422,"(42.29368748, -71.07692422)"
I182001103,3201,Property Lost,PROPERTY - LOST,B3,431,12/29/17 7:00,2017,12,Friday,7,Part Three,LUCERNE ST,42.28792347,-71.08815774,"(42.28792347, -71.08815774)"
I172107046,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,463,12/29/17 6:38,2017,12,Friday,6,Part Three,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)"
I172107045,3301,Verbal Disputes,VERBAL DISPUTE,B3,424,12/29/17 6:24,2017,12,Friday,6,Part Three,VIKING TER,42.27153005,-71.08891005,"(42.27153005, -71.08891005)"
I172107028,1402,Vandalism,VANDALISM,B3,444,12/29/17 0:58,2017,12,Friday,0,Part Two,HARVARD ST,42.29581572,-71.08488254,"(42.29581572, -71.08488254)"
I172107028,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,444,12/29/17 0:58,2017,12,Friday,0,Part Two,HARVARD ST,42.29581572,-71.08488254,"(42.29581572, -71.08488254)"
I172107313,619,Larceny,LARCENY ALL OTHERS,B3,432,12/28/17 21:00,2017,12,Thursday,21,Part One,BALLOU AVE,42.28396082,-71.08397886,"(42.28396082, -71.08397886)"
I172107313,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,432,12/28/17 21:00,2017,12,Thursday,21,Part One,BALLOU AVE,42.28396082,-71.08397886,"(42.28396082, -71.08397886)"
I172106979,3114,Investigate Property,INVESTIGATE PROPERTY,B3,465,12/28/17 19:33,2017,12,Thursday,19,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I172107094,1402,Vandalism,VANDALISM,B3,419,12/28/17 19:00,2017,12,Thursday,19,Part Two,MILTON AVE,42.27856608,-71.07487434,"(42.27856608, -71.07487434)"
I172106969,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,426,12/28/17 18:01,2017,12,Thursday,18,Part Three,RIVER ST,42.26871441,-71.09221139,"(42.26871441, -71.09221139)"
I172107138,3201,Property Lost,PROPERTY - LOST,B3,464,12/28/17 17:30,2017,12,Thursday,17,Part Three,BLUE HILL AVE,42.29105647,-71.08933752,"(42.29105647, -71.08933752)"
I172106943,3114,Investigate Property,INVESTIGATE PROPERTY,B3,574,12/28/17 16:50,2017,12,Thursday,16,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172106941,3114,Investigate Property,INVESTIGATE PROPERTY,B3,574,12/28/17 16:47,2017,12,Thursday,16,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172106913,3115,Investigate Person,INVESTIGATE PERSON,B3,450,12/28/17 14:57,2017,12,Thursday,14,Part Three,WHEATLAND AVE,42.29350272,-71.07344862,"(42.29350272, -71.07344862)"
I172106917,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,447,12/28/17 13:58,2017,12,Thursday,13,Part Three,SPENCER ST,42.29542943,-71.07661172,"(42.29542943, -71.07661172)"
I172106888,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,12/28/17 13:21,2017,12,Thursday,13,Part Three,WILCOCK ST,42.2868893,-71.09222991,"(42.28688930, -71.09222991)"
I172106876,3301,Verbal Disputes,VERBAL DISPUTE,B3,455,12/28/17 12:59,2017,12,Thursday,12,Part Three,WOOLSON ST,42.2818866,-71.0908705,"(42.28188660, -71.09087050)"
I172106869,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,457,12/28/17 12:10,2017,12,Thursday,12,Part One,PAGE ST,42.29939553,-71.08300168,"(42.29939553, -71.08300168)"
I172106825,1402,Vandalism,VANDALISM,B3,428,12/28/17 9:47,2017,12,Thursday,9,Part Two,WOOLSON ST,42.28081213,-71.0885577,"(42.28081213, -71.08855770)"
I172106835,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,421,12/28/17 9:47,2017,12,Thursday,9,Part One,HALBORN ST,42.27540081,-71.08898513,"(42.27540081, -71.08898513)"
I172106819,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B3,456,12/28/17 9:35,2017,12,Thursday,9,Part Three,GREENWOOD ST,42.30043155,-71.07988533,"(42.30043155, -71.07988533)"
I172106803,3125,Warrant Arrests,WARRANT ARREST,B3,418,12/28/17 7:48,2017,12,Thursday,7,Part Three,NELSON ST,42.28096461,-71.08182418,"(42.28096461, -71.08182418)"
I172106790,2632,Evading Fare,EVADING FARE,B3,441,12/28/17 2:29,2017,12,Thursday,2,Part Two,WALES ST,42.29552026,-71.08420476,"(42.29552026, -71.08420476)"
I172106751,1402,Vandalism,VANDALISM,B3,469,12/27/17 22:00,2017,12,Wednesday,22,Part Two,MATTAPAN ST,42.27732507,-71.09483139,"(42.27732507, -71.09483139)"
I172106788,3201,Property Lost,PROPERTY - LOST,B3,908,12/27/17 21:50,2017,12,Wednesday,21,Part Three,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I172106749,3301,Verbal Disputes,VERBAL DISPUTE,B3,416,12/27/17 21:28,2017,12,Wednesday,21,Part Three,WILMINGTON AVE,42.28029155,-71.07220576,"(42.28029155, -71.07220576)"
I172106744,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,469,12/27/17 20:26,2017,12,Wednesday,20,Part Two,WALK HILL ST,42.27791465,-71.09452937,"(42.27791465, -71.09452937)"
I172106721,3115,Investigate Person,INVESTIGATE PERSON,B3,463,12/27/17 18:52,2017,12,Wednesday,18,Part Three,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I172106701,311,Robbery,ROBBERY - COMMERCIAL,B3,428,12/27/17 17:44,2017,12,Wednesday,17,Part One,MORTON ST,42.28405588,-71.09045322,"(42.28405588, -71.09045322)"
I172106724,3301,Verbal Disputes,VERBAL DISPUTE,B3,418,12/27/17 17:43,2017,12,Wednesday,17,Part Three,FULLER ST,42.28072751,-71.07713631,"(42.28072751, -71.07713631)"
I172106688,3207,Property Found,PROPERTY - FOUND,B3,574,12/27/17 17:15,2017,12,Wednesday,17,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I172106673,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,426,12/27/17 16:32,2017,12,Wednesday,16,Part Three,BLUE HILL AVE,42.27095802,-71.0935518,"(42.27095802, -71.09355180)"
I172106690,613,Larceny,LARCENY SHOPLIFTING,B3,412,12/27/17 16:30,2017,12,Wednesday,16,Part One,MORTON ST,42.27892368,-71.08026116,"(42.27892368, -71.08026116)"
I172106685,2647,Other,THREATS TO DO BODILY HARM,B3,438,12/27/17 16:20,2017,12,Wednesday,16,Part Two,COLONIAL AVE,42.29040923,-71.07693574,"(42.29040923, -71.07693574)"
I172106658,3301,Verbal Disputes,VERBAL DISPUTE,B3,944,12/27/17 15:07,2017,12,Wednesday,15,Part Three,AMES ST,42.28956988,-71.08510501,"(42.28956988, -71.08510501)"
I172106646,2616,Other,POSSESSION OF BURGLARIOUS TOOLS,B3,458,12/27/17 14:29,2017,12,Wednesday,14,Part Two,ELLINGTON ST,42.3019742,-71.08383388,"(42.30197420, -71.08383388)"
