INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162106207,3301,Verbal Disputes,VERBAL DISPUTE,B3,439,12/30/16 21:35,2016,12,Friday,21,Part Three,BERNARD ST,42.29127678,-71.07920676,"(42.29127678, -71.07920676)"
I162106189,613,Larceny,LARCENY SHOPLIFTING,B3,464,12/30/16 20:11,2016,12,Friday,20,Part One,BLUE HILL AVE,42.29012204,-71.08964896,"(42.29012204, -71.08964896)"
I162106203,301,Robbery,ROBBERY - STREET,B3,428,12/30/16 19:30,2016,12,Friday,19,Part One,MORTON ST,42.28329074,-71.08916307,"(42.28329074, -71.08916307)"
I162106197,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,458,12/30/16 18:49,2016,12,Friday,18,Part Three,BLUE HILL AVE,42.3018969,-71.08554944,"(42.30189690, -71.08554944)"
I162106152,1402,Vandalism,VANDALISM,B3,427,12/30/16 17:30,2016,12,Friday,17,Part Two,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I172000894,2610,Other,TRESPASSING,B3,302,12/30/16 17:20,2016,12,Friday,17,Part Two,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I172000894,617,Larceny,LARCENY THEFT FROM BUILDING,B3,302,12/30/16 17:20,2016,12,Friday,17,Part One,CENTRE ST,42.32270922,-71.09932317,"(42.32270922, -71.09932317)"
I172008673,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,416,12/30/16 17:00,2016,12,Friday,17,Part Two,FAIRMOUNT ST,42.28034958,-71.07547279,"(42.28034958, -71.07547279)"
I162106150,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,463,12/30/16 16:54,2016,12,Friday,16,Part Three,AMERICAN LEGION HWY,42.29588434,-71.092206,"(42.29588434, -71.09220600)"
I162106134,3115,Investigate Person,INVESTIGATE PERSON,B3,467,12/30/16 16:37,2016,12,Friday,16,Part Three,WELLINGTON HILL ST,42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
I162106311,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,415,12/30/16 16:00,2016,12,Friday,16,Part One,FENDALE AVE,42.27905838,-71.07114319,"(42.27905838, -71.07114319)"
I162106122,3115,Investigate Person,INVESTIGATE PERSON,B3,421,12/30/16 15:46,2016,12,Friday,15,Part Three,DELHI ST,42.27607035,-71.0896364,"(42.27607035, -71.08963640)"
I172008202,3201,Property Lost,PROPERTY - LOST,B3,463,12/30/16 15:21,2016,12,Friday,15,Part Three,AMERICAN LEGION HWY,42.29708829,-71.09095546,"(42.29708829, -71.09095546)"
I162106157,1845,Drug Violation,DRUGS - POSS CLASS D,B3,431,12/30/16 14:57,2016,12,Friday,14,Part Two,ARBUTUS ST,42.28750082,-71.08829836,"(42.28750082, -71.08829836)"
I162106105,3114,Investigate Property,INVESTIGATE PROPERTY,B3,439,12/30/16 13:03,2016,12,Friday,13,Part Three,FLOYD ST,42.28834693,-71.0860772,"(42.28834693, -71.08607720)"
I162106080,1402,Vandalism,VANDALISM,B3,434,12/30/16 12:58,2016,12,Friday,12,Part Two,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
I162106080,3410,Towed,TOWED MOTOR VEHICLE,B3,434,12/30/16 12:58,2016,12,Friday,12,Part Three,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
I162106080,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,434,12/30/16 12:58,2016,12,Friday,12,Part Two,STANTON ST,42.28411373,-71.07938717,"(42.28411373, -71.07938717)"
I162106086,3301,Verbal Disputes,VERBAL DISPUTE,B3,427,12/30/16 12:45,2016,12,Friday,12,Part Three,NORFOLK ST,42.27967051,-71.08887826,"(42.27967051, -71.08887826)"
I162106069,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,12/30/16 12:44,2016,12,Friday,12,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162106102,617,Larceny,LARCENY THEFT FROM BUILDING,B3,431,12/30/16 12:43,2016,12,Friday,12,Part One,BLUE HILL AVE,42.28863337,-71.08990388,"(42.28863337, -71.08990388)"
I162106070,3301,Verbal Disputes,VERBAL DISPUTE,B3,945,12/30/16 12:15,2016,12,Friday,12,Part Three,AMES ST,42.29041466,-71.08643312,"(42.29041466, -71.08643312)"
I162106081,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,476,12/30/16 12:15,2016,12,Friday,12,Part Two,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I162106081,1001,Counterfeiting,FORGERY / COUNTERFEITING,B3,476,12/30/16 12:15,2016,12,Friday,12,Part Two,BLUE HILL AVE,42.26994732,-71.09380308,"(42.26994732, -71.09380308)"
I172000377,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,453,12/30/16 12:00,2016,12,Friday,12,Part Three,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I172000377,3501,Missing Person Reported,MISSING PERSON,B3,453,12/30/16 12:00,2016,12,Friday,12,Part Three,HARVARD PARK,42.29884893,-71.07449992,"(42.29884893, -71.07449992)"
I162106068,2647,Other,THREATS TO DO BODILY HARM,B3,427,12/30/16 11:40,2016,12,Friday,11,Part Two,BLUE HILL AVE,42.27470119,-71.09344053,"(42.27470119, -71.09344053)"
I162106055,2610,Other,TRESPASSING,B3,439,12/30/16 11:12,2016,12,Friday,11,Part Two,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I162106043,3115,Investigate Person,INVESTIGATE PERSON,B3,457,12/30/16 10:54,2016,12,Friday,10,Part Three,MCLELLAN ST,42.30006791,-71.08430796,"(42.30006791, -71.08430796)"
I162106046,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,409,12/30/16 10:03,2016,12,Friday,10,Part Three,RIVER ST,42.27171028,-71.0781611,"(42.27171028, -71.07816110)"
I162106318,735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,419,12/30/16 10:00,2016,12,Friday,10,Other,FAIRMOUNT ST,42.27930269,-71.07928813,"(42.27930269, -71.07928813)"
I162106038,3115,Investigate Person,INVESTIGATE PERSON,B3,427,12/30/16 9:57,2016,12,Friday,9,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I162106022,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,B3,437,12/30/16 9:04,2016,12,Friday,9,Part One,NEW ENGLAND AVE,42.288705,-71.07810765,"(42.28870500, -71.07810765)"
I162106013,1402,Vandalism,VANDALISM,B3,443,12/30/16 8:14,2016,12,Friday,8,Part Two,KINGSDALE ST,42.29528206,-71.07957414,"(42.29528206, -71.07957414)"
I162106008,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,419,12/30/16 7:39,2016,12,Friday,7,Part Three,FULLER ST,42.28009279,-71.0800541,"(42.28009279, -71.08005410)"
I162106004,3115,Investigate Person,INVESTIGATE PERSON,B3,428,12/30/16 6:31,2016,12,Friday,6,Part Three,SUTTON ST,42.28197224,-71.08912459,"(42.28197224, -71.08912459)"
I162105949,3301,Verbal Disputes,VERBAL DISPUTE,B3,465,12/29/16 21:57,2016,12,Thursday,21,Part Three,HAVELOCK ST,42.28631299,-71.09218412,"(42.28631299, -71.09218412)"
I162105941,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B3,469,12/29/16 21:19,2016,12,Thursday,21,Part Three,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I162105960,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,416,12/29/16 21:00,2016,12,Thursday,21,Part Three,CODMAN HILL AVE,42.27969129,-71.07144322,"(42.27969129, -71.07144322)"
I162105950,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,B3,437,12/29/16 20:07,2016,12,Thursday,20,Part Three,NORFOLK ST,42.28996858,-71.0723254,"(42.28996858, -71.07232540)"
I162105956,3115,Investigate Person,INVESTIGATE PERSON,B3,444,12/29/16 20:01,2016,12,Thursday,20,Part Three,BRADSHAW ST,42.29813306,-71.08393278,"(42.29813306, -71.08393278)"
I162105917,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,465,12/29/16 19:45,2016,12,Thursday,19,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162105927,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,444,12/29/16 19:44,2016,12,Thursday,19,Part Two,GLENWAY ST,42.29693391,-71.08066576,"(42.29693391, -71.08066576)"
I162105907,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,466,12/29/16 17:29,2016,12,Thursday,17,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I162105907,3501,Missing Person Reported,MISSING PERSON,B3,466,12/29/16 17:29,2016,12,Thursday,17,Part Three,GOODALE RD,42.2836283,-71.09349553,"(42.28362830, -71.09349553)"
I162105884,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,12/29/16 17:19,2016,12,Thursday,17,Part Three,MORTON ST,42.28028398,-71.08235497,"(42.28028398, -71.08235497)"
I162105845,3115,Investigate Person,INVESTIGATE PERSON,B3,465,12/29/16 15:46,2016,12,Thursday,15,Part Three,EDGEWATER DR,42.26706714,-71.09500032,"(42.26706714, -71.09500032)"
I162105834,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,12/29/16 15:21,2016,12,Thursday,15,Part Three,BLUE HILL AVE,42.28635986,-71.09088284,"(42.28635986, -71.09088284)"
I162105824,3208,Property Lost,PROPERTY - MISSING,B3,468,12/29/16 14:56,2016,12,Thursday,14,Part Three,HAZLETON ST,42.28152567,-71.09700335,"(42.28152567, -71.09700335)"
I162105819,3115,Investigate Person,INVESTIGATE PERSON,B3,463,12/29/16 14:25,2016,12,Thursday,14,Part Three,BLUE HILL AVE,42.2973366,-71.08729604,"(42.29733660, -71.08729604)"
I162105836,3115,Investigate Person,INVESTIGATE PERSON,B3,444,12/29/16 14:22,2016,12,Thursday,14,Part Three,WEST ST,42.35500441,-71.06300728,"(42.35500441, -71.06300728)"
I162105813,3114,Investigate Property,INVESTIGATE PROPERTY,B3,475,12/29/16 13:42,2016,12,Thursday,13,Part Three,FAVRE ST,42.27166145,-71.09953382,"(42.27166145, -71.09953382)"
I162105799,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,448,12/29/16 13:03,2016,12,Thursday,13,Part Two,MILLET ST,42.29368748,-71.07692422,"(42.29368748, -71.07692422)"
I162105839,3207,Property Found,PROPERTY - FOUND,B3,465,12/29/16 13:00,2016,12,Thursday,13,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162105779,3125,Warrant Arrests,WARRANT ARREST,B3,439,12/29/16 12:32,2016,12,Thursday,12,Part Three,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I162105779,3170,Other,INTIMIDATING WITNESS,B3,439,12/29/16 12:32,2016,12,Thursday,12,Part Three,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I162105779,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,439,12/29/16 12:32,2016,12,Thursday,12,Part Two,BLUE HILL AVE,42.29098335,-71.08912013,"(42.29098335, -71.08912013)"
I162105776,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,463,12/29/16 11:45,2016,12,Thursday,11,Part Three,AMERICAN LEGION HWY,42.29738524,-71.09005716,"(42.29738524, -71.09005716)"
I162105771,2629,Harassment,HARASSMENT,B3,432,12/29/16 11:26,2016,12,Thursday,11,Part Two,JACOB ST,42.28541846,-71.08366378,"(42.28541846, -71.08366378)"
I162105762,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,446,12/29/16 11:01,2016,12,Thursday,11,Part Two,NORWELL ST,42.29828416,-71.07869447,"(42.29828416, -71.07869447)"
I162105750,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,433,12/29/16 11:00,2016,12,Thursday,11,Part Three,CORBET ST,42.28295732,-71.0836145,"(42.28295732, -71.08361450)"
I162105718,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,463,12/29/16 9:31,2016,12,Thursday,9,Part One,WILBERT RD,42.29406247,-71.09004553,"(42.29406247, -71.09004553)"
I162105730,724,Auto Theft,AUTO THEFT,B3,469,12/29/16 9:08,2016,12,Thursday,9,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I162105700,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,B3,457,12/29/16 6:56,2016,12,Thursday,6,Part Two,MCLELLAN ST,42.30006791,-71.08430796,"(42.30006791, -71.08430796)"
I162105697,1402,Vandalism,VANDALISM,B3,428,12/29/16 6:39,2016,12,Thursday,6,Part Two,VERRILL ST,42.28164146,-71.08851499,"(42.28164146, -71.08851499)"
I162105696,1402,Vandalism,VANDALISM,B3,458,12/29/16 6:21,2016,12,Thursday,6,Part Two,MICHIGAN AVE,42.30250605,-71.083294,"(42.30250605, -71.08329400)"
I162105690,1402,Vandalism,VANDALISM,B3,476,12/29/16 3:33,2016,12,Thursday,3,Part Two,BLUE HILL AVE,42.27169276,-71.09374754,"(42.27169276, -71.09374754)"
I162106085,3114,Investigate Property,INVESTIGATE PROPERTY,B3,438,12/29/16 1:40,2016,12,Thursday,1,Part Three,SOUTHERN AVE,42.29026233,-71.07473856,"(42.29026233, -71.07473856)"
I162105679,3301,Verbal Disputes,VERBAL DISPUTE,B3,413,12/29/16 0:56,2016,12,Thursday,0,Part Three,GALLIVAN BLVD,42.27846043,-71.07778192,"(42.27846043, -71.07778192)"
I162105670,3301,Verbal Disputes,VERBAL DISPUTE,B3,945,12/29/16 0:20,2016,12,Thursday,0,Part Three,WESTVIEW ST,42.29091867,-71.08767813,"(42.29091867, -71.08767813)"
I162105688,3114,Investigate Property,INVESTIGATE PROPERTY,B3,420,12/29/16 0:18,2016,12,Thursday,0,Part Three,W SELDEN ST,42.27376816,-71.08919673,"(42.27376816, -71.08919673)"
I162105761,1402,Vandalism,VANDALISM,B3,444,12/28/16 22:40,2016,12,Wednesday,22,Part Two,BICKNELL ST,42.29746606,-71.0827431,"(42.29746606, -71.08274310)"
I162105657,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,430,12/28/16 22:39,2016,12,Wednesday,22,Part Three,WOODROW AVE,42.28599459,-71.08925761,"(42.28599459, -71.08925761)"
I162105649,3114,Investigate Property,INVESTIGATE PROPERTY,B3,434,12/28/16 21:47,2016,12,Wednesday,21,Part Three,NORFOLK ST,42.28621457,-71.0796774,"(42.28621457, -71.07967740)"
I162105720,1402,Vandalism,VANDALISM,B3,431,12/28/16 21:00,2016,12,Wednesday,21,Part Two,IRMA ST,42.28702169,-71.08754609,"(42.28702169, -71.08754609)"
I162105641,3115,Investigate Person,INVESTIGATE PERSON,B3,437,12/28/16 20:42,2016,12,Wednesday,20,Part Three,NORFOLK ST,42.28915232,-71.07346,"(42.28915232, -71.07346000)"
I162105642,3115,Investigate Person,INVESTIGATE PERSON,B3,469,12/28/16 19:17,2016,12,Wednesday,19,Part Three,ALMONT ST,42.27666319,-71.09757173,"(42.27666319, -71.09757173)"
I162105610,3115,Investigate Person,INVESTIGATE PERSON,B3,465,12/28/16 17:39,2016,12,Wednesday,17,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162105592,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,427,12/28/16 16:13,2016,12,Wednesday,16,Part Two,BLUE HILL AVE,42.27891807,-71.0931412,"(42.27891807, -71.09314120)"
I172003108,3201,Property Lost,PROPERTY - LOST,B3,465,12/28/16 15:30,2016,12,Wednesday,15,Part Three,RHOADES ST,42.28518631,-71.09211276,"(42.28518631, -71.09211276)"
I162105575,3301,Verbal Disputes,VERBAL DISPUTE,B3,434,12/28/16 14:46,2016,12,Wednesday,14,Part Three,THETFORD AVE,42.28465991,-71.07839997,"(42.28465991, -71.07839997)"
I162105572,2629,Harassment,HARASSMENT,B3,463,12/28/16 14:42,2016,12,Wednesday,14,Part Two,LORNE ST,42.29352763,-71.09037783,"(42.29352763, -71.09037783)"
I162105562,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,446,12/28/16 13:40,2016,12,Wednesday,13,Part Three,SPENCER ST,42.29660463,-71.07692684,"(42.29660463, -71.07692684)"
I162105562,724,Auto Theft,AUTO THEFT,B3,446,12/28/16 13:40,2016,12,Wednesday,13,Part One,SPENCER ST,42.29660463,-71.07692684,"(42.29660463, -71.07692684)"
I162105547,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,476,12/28/16 13:35,2016,12,Wednesday,13,Part One,BLUE HILL AVE,42.26922278,-71.09384023,"(42.26922278, -71.09384023)"
I162105528,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,B3,465,12/28/16 12:08,2016,12,Wednesday,12,Part Two,WILCOCK ST,42.2868893,-71.09222991,"(42.28688930, -71.09222991)"
I162105647,3502,Missing Person Located,MISSING PERSON - LOCATED,B3,453,12/28/16 11:30,2016,12,Wednesday,11,Part Three,ALGONQUIN ST,42.29742411,-71.07531358,"(42.29742411, -71.07531358)"
I162105647,3501,Missing Person Reported,MISSING PERSON,B3,453,12/28/16 11:30,2016,12,Wednesday,11,Part Three,ALGONQUIN ST,42.29742411,-71.07531358,"(42.29742411, -71.07531358)"
I162105505,3201,Property Lost,PROPERTY - LOST,B3,574,12/28/16 11:11,2016,12,Wednesday,11,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I162105532,3301,Verbal Disputes,VERBAL DISPUTE,B3,456,12/28/16 11:09,2016,12,Wednesday,11,Part Three,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
I162105500,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,444,12/28/16 10:25,2016,12,Wednesday,10,Part Three,GLEASON ST,42.29755695,-71.08182045,"(42.29755695, -71.08182045)"
I162105482,3207,Property Found,PROPERTY - FOUND,B3,434,12/28/16 9:15,2016,12,Wednesday,9,Part Three,CAPEN ST,42.28427374,-71.08109194,"(42.28427374, -71.08109194)"
I162105501,3207,Property Found,PROPERTY - FOUND,B3,574,12/28/16 9:00,2016,12,Wednesday,9,Part Three,WASHINGTON ST,42.30971857,-71.10429432,"(42.30971857, -71.10429432)"
I162105471,1402,Vandalism,VANDALISM,B3,475,12/28/16 8:05,2016,12,Wednesday,8,Part Two,FAVRE ST,42.27166145,-71.09953382,"(42.27166145, -71.09953382)"
I162105441,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,B3,418,12/28/16 2:44,2016,12,Wednesday,2,Part Three,TREMONT ST,42.33402461,-71.09039049,"(42.33402461, -71.09039049)"
I162105439,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,457,12/28/16 2:26,2016,12,Wednesday,2,Part Three,BRADSHAW ST,42.29849666,-71.08376415,"(42.29849666, -71.08376415)"
I162105765,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B3, ,12/28/16 0:01,2016,12,Wednesday,0,Part One,,42.2808545,-71.08458278,"(42.28085450, -71.08458278)"
I172015082,3201,Property Lost,PROPERTY - LOST,B3,442,12/28/16 0:00,2016,12,Wednesday,0,Part Three,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I162105407,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,467,12/27/16 23:20,2016,12,Tuesday,23,Part Three,GILMER ST,42.28281074,-71.09722321,"(42.28281074, -71.09722321)"
I162105382,3301,Verbal Disputes,VERBAL DISPUTE,B3,432,12/27/16 20:29,2016,12,Tuesday,20,Part Three,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
I162105360,3115,Investigate Person,INVESTIGATE PERSON,B3,465,12/27/16 19:25,2016,12,Tuesday,19,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162105390,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,442,12/27/16 19:18,2016,12,Tuesday,19,Part Three,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I162105359,311,Robbery,ROBBERY - COMMERCIAL,B3,457,12/27/16 17:59,2016,12,Tuesday,17,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I162105331,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,456,12/27/16 17:53,2016,12,Tuesday,17,Part Two,GREENWOOD ST,42.3008484,-71.07982055,"(42.30084840, -71.07982055)"
I162105332,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,464,12/27/16 17:48,2016,12,Tuesday,17,Part Three,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)"
I162105334,1845,Drug Violation,DRUGS - POSS CLASS D,B3,428,12/27/16 16:52,2016,12,Tuesday,16,Part Two,MORTON ST,42.28277509,-71.08877688,"(42.28277509, -71.08877688)"
I162105301,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,426,12/27/16 16:18,2016,12,Tuesday,16,Part Two,BLUE HILL AVE,42.26985916,-71.09346353,"(42.26985916, -71.09346353)"
I162105272,2647,Other,THREATS TO DO BODILY HARM,B3,445,12/27/16 14:51,2016,12,Tuesday,14,Part Two,GLENWAY ST,42.29843275,-71.08122675,"(42.29843275, -71.08122675)"
I162105277,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B3,466,12/27/16 14:38,2016,12,Tuesday,14,Part Three,BLUE HILL AVE,42.28389647,-71.09168024,"(42.28389647, -71.09168024)"
I162105345,3114,Investigate Property,INVESTIGATE PROPERTY,B3,435,12/27/16 14:00,2016,12,Tuesday,14,Part Three,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I162105248,3301,Verbal Disputes,VERBAL DISPUTE,B3,465,12/27/16 13:35,2016,12,Tuesday,13,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I162105233,2629,Harassment,HARASSMENT,B3,432,12/27/16 12:42,2016,12,Tuesday,12,Part Two,WOODROW AVE,42.28684571,-71.0854503,"(42.28684571, -71.08545030)"
I162105203,3160,Fire Related Reports,"FIRE REPORT - CAR, BRUSH, ETC.",B3,439,12/27/16 10:40,2016,12,Tuesday,10,Part Three,FLOYD ST,42.28952852,-71.08851422,"(42.28952852, -71.08851422)"
I162105204,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,436,12/27/16 10:20,2016,12,Tuesday,10,Part Three,OAKWOOD ST,42.28816223,-71.07362757,"(42.28816223, -71.07362757)"
I162105223,2660,Other,OTHER OFFENSE,B3,413,12/27/16 10:15,2016,12,Tuesday,10,Part Two,OAKRIDGE ST,42.27700963,-71.07431626,"(42.27700963, -71.07431626)"
I162105223,1402,Vandalism,VANDALISM,B3,413,12/27/16 10:15,2016,12,Tuesday,10,Part Two,OAKRIDGE ST,42.27700963,-71.07431626,"(42.27700963, -71.07431626)"
